antecedent,consequent,support,confidence,lift
"['48', '30']","['6', '18']",0.12,0.42,1.1
"['48', '6', '18']",['30'],0.12,0.62,1.1
"['6', '18', '30']",['48'],0.12,0.53,1.12
"['48', '18', '30']",['6'],0.12,0.58,1.09
"['6', '48', '30']",['18'],0.12,0.77,1.09
['48'],"['18', '14', '30']",0.17,0.34,1.11
"['48', '18']","['14', '30']",0.17,0.48,1.13
"['18', '14']","['48', '30']",0.17,0.31,1.11
"['18', '30']","['48', '14']",0.17,0.42,1.17
"['48', '14']","['18', '30']",0.17,0.46,1.17
"['48', '30']","['18', '14']",0.17,0.59,1.11
"['14', '30']","['48', '18']",0.17,0.39,1.13
"['48', '18', '14']",['30'],0.17,0.61,1.09
"['48', '18', '30']",['14'],0.17,0.8,1.12
"['18', '14', '30']",['48'],0.17,0.53,1.11
"['48', '14', '30']",['18'],0.17,0.76,1.08
"['48', '18']","['30', '19']",0.13,0.36,1.14
"['18', '30']","['48', '19']",0.13,0.32,1.18
"['18', '19']","['48', '30']",0.13,0.31,1.11
"['48', '30']","['18', '19']",0.13,0.44,1.11
"['48', '19']","['18', '30']",0.13,0.47,1.18
"['30', '19']","['48', '18']",0.13,0.4,1.14
"['48', '18', '30']",['19'],0.13,0.61,1.13
"['48', '18', '19']",['30'],0.13,0.62,1.11
"['18', '30', '19']",['48'],0.13,0.53,1.1
"['48', '30', '19']",['18'],0.13,0.76,1.07
['48'],"['6', '18', '14']",0.15,0.32,1.09
"['6', '18']","['48', '14']",0.15,0.4,1.11
"['48', '18']","['6', '14']",0.15,0.44,1.12
"['6', '48']","['18', '14']",0.15,0.59,1.12
"['6', '14']","['48', '18']",0.15,0.39,1.12
"['48', '14']","['6', '18']",0.15,0.43,1.11
"['48', '6', '18']",['14'],0.15,0.8,1.11
"['6', '18', '14']",['48'],0.15,0.52,1.09
"['48', '18', '14']",['6'],0.15,0.56,1.06
"['6', '48', '14']",['18'],0.15,0.78,1.11
"['6', '18']","['48', '19']",0.12,0.3,1.13
"['48', '18']","['6', '19']",0.12,0.33,1.11
"['6', '48']","['18', '19']",0.12,0.45,1.13
"['6', '19']","['48', '18']",0.12,0.39,1.11
"['48', '19']","['6', '18']",0.12,0.43,1.13
"['48', '6', '18']",['19'],0.12,0.61,1.12
"['6', '18', '19']",['48'],0.12,0.52,1.09
"['48', '18', '19']",['6'],0.12,0.57,1.09
"['6', '48', '19']",['18'],0.12,0.76,1.08
['48'],"['18', '14', '19']",0.16,0.34,1.1
"['48', '18']","['14', '19']",0.16,0.46,1.16
"['18', '14']","['48', '19']",0.16,0.31,1.14
"['18', '19']","['48', '14']",0.16,0.4,1.13
"['48', '14']","['18', '19']",0.16,0.45,1.13
"['48', '19']","['18', '14']",0.16,0.6,1.14
"['14', '19']","['48', '18']",0.16,0.4,1.16
"['48', '18', '14']",['19'],0.16,0.6,1.11
"['48', '18', '19']",['14'],0.16,0.8,1.12
"['18', '14', '19']",['48'],0.16,0.53,1.1
"['48', '14', '19']",['18'],0.16,0.77,1.09
"['6', '34']","['48', '30']",0.11,0.31,1.09
"['6', '48']","['34', '30']",0.11,0.43,1.15
"['6', '30']","['34', '48']",0.11,0.35,1.12
"['34', '48']","['6', '30']",0.11,0.34,1.12
"['48', '30']","['6', '34']",0.11,0.39,1.09
"['6', '34', '48']",['30'],0.11,0.62,1.09
"['6', '34', '30']",['48'],0.11,0.52,1.09
"['6', '48', '30']",['34'],0.11,0.7,1.1
"['34', '48', '30']",['6'],0.11,0.57,1.08
['48'],"['34', '14', '30']",0.15,0.31,1.12
"['34', '48']","['14', '30']",0.15,0.48,1.13
"['34', '14']","['48', '30']",0.15,0.32,1.13
"['34', '30']","['48', '14']",0.15,0.41,1.15
"['48', '14']","['34', '30']",0.15,0.42,1.15
"['48', '30']","['34', '14']",0.15,0.53,1.13
"['14', '30']","['34', '48']",0.15,0.36,1.13
"['34', '48', '14']",['30'],0.15,0.62,1.11
"['34', '48', '30']",['14'],0.15,0.79,1.1
"['34', '14', '30']",['48'],0.15,0.53,1.12
"['48', '14', '30']",['34'],0.15,0.69,1.08
"['34', '48']","['30', '19']",0.11,0.35,1.11
"['34', '30']","['48', '19']",0.11,0.3,1.13
"['34', '19']","['48', '30']",0.11,0.31,1.1
"['48', '30']","['34', '19']",0.11,0.39,1.1
"['48', '19']","['34', '30']",0.11,0.42,1.13
"['30', '19']","['34', '48']",0.11,0.35,1.11
"['34', '48', '30']",['19'],0.11,0.58,1.08
"['34', '48', '19']",['30'],0.11,0.63,1.11
"['34', '30', '19']",['48'],0.11,0.52,1.08
"['48', '30', '19']",['34'],0.11,0.67,1.05
"['6', '34']","['48', '14']",0.14,0.39,1.09
"['6', '48']","['34', '14']",0.14,0.53,1.13
"['6', '14']","['34', '48']",0.14,0.35,1.12
"['34', '48']","['6', '14']",0.14,0.43,1.12
"['48', '14']","['6', '34']",0.14,0.38,1.09
"['6', '34', '48']",['14'],0.14,0.78,1.08
"['6', '34', '14']",['48'],0.14,0.52,1.08
"['6', '48', '14']",['34'],0.14,0.71,1.1
"['34', '48', '14']",['6'],0.14,0.56,1.07
"['6', '48']","['34', '19']",0.11,0.41,1.15
"['6', '19']","['34', '48']",0.11,0.35,1.12
"['34', '48']","['6', '19']",0.11,0.33,1.12
"['48', '19']","['6', '34']",0.11,0.39,1.12
"['6', '34', '48']",['19'],0.11,0.6,1.11
"['6', '34', '19']",['48'],0.11,0.52,1.08
"['6', '48', '19']",['34'],0.11,0.7,1.09
"['34', '48', '19']",['6'],0.11,0.59,1.13
['48'],"['34', '14', '19']",0.14,0.3,1.09
"['34', '48']","['14', '19']",0.14,0.46,1.14
"['34', '14']","['48', '19']",0.14,0.3,1.13
"['34', '19']","['48', '14']",0.14,0.4,1.13
"['48', '14']","['34', '19']",0.14,0.4,1.13
"['48', '19']","['34', '14']",0.14,0.54,1.13
"['14', '19']","['34', '48']",0.14,0.36,1.14
"['34', '48', '14']",['19'],0.14,0.6,1.1
"['34', '48', '19']",['14'],0.14,0.81,1.13
"['34', '14', '19']",['48'],0.14,0.52,1.09
"['48', '14', '19']",['34'],0.14,0.69,1.07
"['6', '48']","['14', '30']",0.12,0.47,1.11
"['6', '14']","['48', '30']",0.12,0.31,1.1
"['6', '30']","['48', '14']",0.12,0.39,1.1
"['48', '14']","['6', '30']",0.12,0.34,1.1
"['48', '30']","['6', '14']",0.12,0.43,1.1
"['6', '48', '14']",['30'],0.12,0.62,1.1
"['6', '48', '30']",['14'],0.12,0.78,1.08
"['6', '14', '30']",['48'],0.12,0.51,1.07
"['48', '14', '30']",['6'],0.12,0.55,1.05
"['48', '14']","['30', '19']",0.13,0.37,1.16
"['48', '30']","['14', '19']",0.13,0.46,1.16
"['48', '19']","['14', '30']",0.13,0.49,1.16
"['14', '30']","['48', '19']",0.13,0.31,1.16
"['14', '19']","['48', '30']",0.13,0.33,1.16
"['30', '19']","['48', '14']",0.13,0.41,1.16
"['48', '14', '30']",['19'],0.13,0.6,1.11
"['48', '14', '19']",['30'],0.13,0.62,1.11
"['48', '30', '19']",['14'],0.13,0.79,1.1
"['14', '30', '19']",['48'],0.13,0.54,1.14
"['6', '48']","['14', '19']",0.12,0.46,1.16
"['6', '14']","['48', '19']",0.12,0.3,1.14
"['6', '19']","['48', '14']",0.12,0.4,1.11
"['48', '14']","['6', '19']",0.12,0.33,1.11
"['48', '19']","['6', '14']",0.12,0.44,1.14
"['6', '48', '14']",['19'],0.12,0.61,1.13
"['6', '48', '19']",['14'],0.12,0.78,1.09
"['6', '14', '19']",['48'],0.12,0.54,1.12
"['48', '14', '19']",['6'],0.12,0.56,1.07
"['1', '34']","['48', '18', '14']",0.11,0.32,1.19
"['1', '48']","['34', '18', '14']",0.11,0.44,1.23
"['48', '18']","['1', '34', '14']",0.11,0.33,1.22
"['34', '48']","['1', '18', '14']",0.11,0.36,1.22
"['48', '14']","['1', '34', '18']",0.11,0.32,1.17
"['1', '34', '18']","['48', '14']",0.11,0.42,1.17
"['1', '18', '14']","['34', '48']",0.11,0.39,1.22
"['48', '1', '18']","['34', '14']",0.11,0.58,1.23
"['1', '34', '14']","['48', '18']",0.11,0.43,1.22
"['1', '34', '48']","['18', '14']",0.11,0.63,1.2
"['1', '48', '14']","['34', '18']",0.11,0.58,1.24
"['34', '18', '14']","['1', '48']",0.11,0.31,1.23
"['48', '34', '18']","['1', '14']",0.11,0.48,1.26
"['48', '18', '14']","['1', '34']",0.11,0.42,1.19
"['34', '48', '14']","['1', '18']",0.11,0.47,1.21
"['1', '34', '18', '14']",['48'],0.11,0.54,1.12
"['48', '1', '34', '18']",['14'],0.11,0.81,1.13
"['48', '1', '18', '14']",['34'],0.11,0.74,1.15
"['1', '34', '48', '14']",['18'],0.11,0.81,1.14
"['48', '34', '18', '14']",['1'],0.11,0.6,1.16
"['18', '30']","['34', '48', '14']",0.12,0.3,1.24
"['48', '18']","['34', '14', '30']",0.12,0.34,1.22
"['34', '30']","['48', '18', '14']",0.12,0.32,1.2
"['34', '48']","['18', '14', '30']",0.12,0.38,1.22
"['48', '30']","['34', '18', '14']",0.12,0.42,1.17
"['48', '14']","['34', '18', '30']",0.12,0.34,1.24
"['34', '18', '30']","['48', '14']",0.12,0.44,1.24
"['34', '18', '14']","['48', '30']",0.12,0.33,1.17
"['48', '34', '18']","['14', '30']",0.12,0.51,1.21
"['18', '14', '30']","['34', '48']",0.12,0.39,1.22
"['48', '18', '30']","['34', '14']",0.12,0.58,1.23
"['48', '18', '14']","['34', '30']",0.12,0.44,1.2
"['34', '14', '30']","['48', '18']",0.12,0.42,1.22
"['34', '48', '30']","['18', '14']",0.12,0.63,1.19
"['34', '48', '14']","['18', '30']",0.12,0.49,1.24
"['48', '14', '30']","['34', '18']",0.12,0.55,1.18
"['34', '18', '14', '30']",['48'],0.12,0.55,1.16
"['48', '34', '18', '30']",['14'],0.12,0.83,1.15
"['48', '34', '18', '14']",['30'],0.12,0.64,1.13
"['48', '18', '14', '30']",['34'],0.12,0.72,1.13
"['34', '48', '14', '30']",['18'],0.12,0.79,1.12
"['48', '18']","['6', '34', '14']",0.11,0.31,1.18
"['6', '34']","['48', '18', '14']",0.11,0.31,1.14
"['34', '48']","['6', '18', '14']",0.11,0.34,1.19
"['6', '48']","['34', '18', '14']",0.11,0.43,1.18
"['48', '14']","['6', '34', '18']",0.11,0.31,1.17
"['6', '34', '18']","['48', '14']",0.11,0.42,1.17
"['34', '18', '14']","['6', '48']",0.11,0.3,1.18
"['48', '34', '18']","['6', '14']",0.11,0.46,1.19
"['6', '18', '14']","['34', '48']",0.11,0.38,1.19
"['48', '6', '18']","['34', '14']",0.11,0.57,1.2
"['48', '18', '14']","['6', '34']",0.11,0.4,1.14
"['6', '34', '14']","['48', '18']",0.11,0.41,1.18
"['6', '34', '48']","['18', '14']",0.11,0.62,1.17
"['34', '48', '14']","['6', '18']",0.11,0.45,1.18
"['6', '48', '14']","['34', '18']",0.11,0.56,1.2
"['6', '34', '18', '14']",['48'],0.11,0.54,1.12
"['48', '6', '34', '18']",['14'],0.11,0.8,1.12
"['48', '34', '18', '14']",['6'],0.11,0.58,1.1
"['48', '6', '18', '14']",['34'],0.11,0.72,1.12
"['6', '34', '48', '14']",['18'],0.11,0.8,1.13
"['48', '18']","['34', '14', '19']",0.11,0.32,1.18
"['34', '19']","['48', '18', '14']",0.11,0.31,1.16
"['34', '48']","['18', '14', '19']",0.11,0.36,1.17
"['48', '14']","['34', '18', '19']",0.11,0.32,1.16
"['48', '19']","['34', '18', '14']",0.11,0.42,1.17
"['34', '18', '14']","['48', '19']",0.11,0.31,1.17
"['34', '18', '19']","['48', '14']",0.11,0.41,1.16
"['48', '34', '18']","['14', '19']",0.11,0.48,1.2
"['18', '14', '19']","['34', '48']",0.11,0.37,1.17
"['48', '18', '14']","['34', '19']",0.11,0.42,1.16
"['48', '18', '19']","['34', '14']",0.11,0.56,1.18
"['34', '14', '19']","['48', '18']",0.11,0.41,1.18
"['34', '48', '14']","['18', '19']",0.11,0.47,1.16
"['34', '48', '19']","['18', '14']",0.11,0.64,1.21
"['48', '14', '19']","['34', '18']",0.11,0.54,1.15
"['34', '18', '14', '19']",['48'],0.11,0.52,1.09
"['48', '34', '18', '14']",['19'],0.11,0.6,1.12
"['48', '34', '18', '19']",['14'],0.11,0.83,1.16
"['48', '18', '14', '19']",['34'],0.11,0.7,1.09
"['34', '48', '14', '19']",['18'],0.11,0.78,1.11
"['30', '19']","['48', '18', '14']",0.1,0.32,1.19
"['48', '30']","['18', '14', '19']",0.1,0.36,1.18
"['48', '19']","['18', '14', '30']",0.1,0.38,1.23
"['18', '14', '30']","['48', '19']",0.1,0.33,1.23
"['18', '30', '19']","['48', '14']",0.1,0.43,1.21
"['48', '18', '30']","['14', '19']",0.1,0.5,1.24
"['18', '14', '19']","['48', '30']",0.1,0.33,1.18
"['48', '18', '14']","['30', '19']",0.1,0.38,1.19
"['48', '18', '19']","['14', '30']",0.1,0.51,1.2
"['14', '30', '19']","['48', '18']",0.1,0.42,1.22
"['48', '14', '30']","['18', '19']",0.1,0.47,1.17
"['48', '30', '19']","['18', '14']",0.1,0.61,1.17
"['48', '14', '19']","['18', '30']",0.1,0.49,1.22
"['18', '14', '30', '19']",['48'],0.1,0.55,1.14
"['48', '18', '14', '30']",['19'],0.1,0.62,1.14
"['48', '18', '30', '19']",['14'],0.1,0.81,1.13
"['48', '18', '14', '19']",['30'],0.1,0.63,1.12
"['48', '14', '30', '19']",['18'],0.1,0.78,1.1
['48'],['16'],0.25,0.52,1.01
['16'],['48'],0.25,0.48,1.01
"['1', '48']",['16'],0.14,0.54,1.05
"['1', '16']",['48'],0.14,0.5,1.04
"['48', '16']",['1'],0.14,0.56,1.07
['48'],"['18', '16']",0.18,0.38,1.04
['16'],"['48', '18']",0.18,0.36,1.03
"['48', '18']",['16'],0.18,0.53,1.03
"['18', '16']",['48'],0.18,0.5,1.04
"['48', '16']",['18'],0.18,0.74,1.05
['48'],"['34', '16']",0.16,0.34,1.04
['16'],"['34', '48']",0.16,0.32,1.02
"['34', '48']",['16'],0.16,0.52,1.02
"['34', '16']",['48'],0.16,0.5,1.04
"['48', '16']",['34'],0.16,0.66,1.04
['48'],"['30', '16']",0.15,0.31,1.06
"['48', '30']",['16'],0.15,0.52,1.02
"['48', '16']",['30'],0.15,0.6,1.06
"['30', '16']",['48'],0.15,0.51,1.06
['48'],"['14', '16']",0.19,0.4,1.06
['16'],"['48', '14']",0.19,0.38,1.05
"['48', '14']",['16'],0.19,0.54,1.05
"['48', '16']",['14'],0.19,0.78,1.08
"['14', '16']",['48'],0.19,0.51,1.06
"['48', '16']",['19'],0.14,0.57,1.07
"['48', '19']",['16'],0.14,0.53,1.04
"['16', '19']",['48'],0.14,0.5,1.04
"['48', '18']","['1', '16']",0.11,0.3,1.09
"['1', '48']","['18', '16']",0.11,0.41,1.12
"['1', '16']","['48', '18']",0.11,0.38,1.09
"['48', '16']","['1', '18']",0.11,0.42,1.1
"['48', '1', '18']",['16'],0.11,0.54,1.06
"['1', '18', '16']",['48'],0.11,0.5,1.05
"['48', '18', '16']",['1'],0.11,0.57,1.1
"['1', '48', '16']",['18'],0.11,0.76,1.08
"['1', '48']","['14', '16']",0.11,0.42,1.11
"['1', '16']","['48', '14']",0.11,0.39,1.09
"['48', '14']","['1', '16']",0.11,0.3,1.09
"['48', '16']","['1', '14']",0.11,0.43,1.14
"['1', '48', '14']",['16'],0.11,0.55,1.08
"['1', '48', '16']",['14'],0.11,0.78,1.09
"['1', '14', '16']",['48'],0.11,0.52,1.08
"['48', '14', '16']",['1'],0.11,0.56,1.08
"['48', '18']","['34', '16']",0.13,0.36,1.08
"['18', '16']","['34', '48']",0.13,0.34,1.07
"['34', '48']","['18', '16']",0.13,0.4,1.07
"['34', '16']","['48', '18']",0.13,0.38,1.08
"['48', '16']","['34', '18']",0.13,0.5,1.08
"['48', '34', '18']",['16'],0.13,0.53,1.04
"['34', '18', '16']",['48'],0.13,0.51,1.06
"['48', '18', '16']",['34'],0.13,0.68,1.06
"['34', '48', '16']",['18'],0.13,0.76,1.08
"['48', '18']","['30', '16']",0.11,0.31,1.06
"['48', '30']","['18', '16']",0.11,0.38,1.03
"['48', '16']","['18', '30']",0.11,0.43,1.09
"['30', '16']","['48', '18']",0.11,0.37,1.06
"['48', '18', '30']",['16'],0.11,0.52,1.02
"['48', '18', '16']",['30'],0.11,0.58,1.04
"['18', '30', '16']",['48'],0.11,0.52,1.09
"['48', '30', '16']",['18'],0.11,0.72,1.03
['48'],"['18', '14', '16']",0.15,0.31,1.09
"['48', '18']","['14', '16']",0.15,0.42,1.11
"['18', '16']","['48', '14']",0.15,0.4,1.12
"['48', '14']","['18', '16']",0.15,0.41,1.12
"['48', '16']","['18', '14']",0.15,0.59,1.12
"['14', '16']","['48', '18']",0.15,0.39,1.11
"['48', '18', '14']",['16'],0.15,0.54,1.06
"['48', '18', '16']",['14'],0.15,0.8,1.12
"['18', '14', '16']",['48'],0.15,0.52,1.09
"['48', '14', '16']",['18'],0.15,0.76,1.08
"['48', '18']","['16', '19']",0.11,0.31,1.09
"['48', '16']","['18', '19']",0.11,0.44,1.09
"['48', '19']","['18', '16']",0.11,0.4,1.1
"['16', '19']","['48', '18']",0.11,0.38,1.09
"['48', '18', '16']",['19'],0.11,0.59,1.09
"['48', '18', '19']",['16'],0.11,0.54,1.05
"['18', '16', '19']",['48'],0.11,0.5,1.05
"['48', '16', '19']",['18'],0.11,0.76,1.08
"['34', '48']","['30', '16']",0.1,0.32,1.11
"['34', '16']","['48', '30']",0.1,0.31,1.08
"['48', '30']","['34', '16']",0.1,0.36,1.08
"['48', '16']","['34', '30']",0.1,0.41,1.12
"['30', '16']","['34', '48']",0.1,0.35,1.11
"['34', '48', '30']",['16'],0.1,0.53,1.04
"['34', '48', '16']",['30'],0.1,0.62,1.1
"['34', '30', '16']",['48'],0.1,0.53,1.11
"['48', '30', '16']",['34'],0.1,0.69,1.07
"['34', '48']","['14', '16']",0.13,0.42,1.1
"['34', '16']","['48', '14']",0.13,0.4,1.12
"['48', '14']","['34', '16']",0.13,0.37,1.12
"['48', '16']","['34', '14']",0.13,0.53,1.12
"['14', '16']","['34', '48']",0.13,0.35,1.1
"['34', '48', '14']",['16'],0.13,0.55,1.06
"['34', '48', '16']",['14'],0.13,0.8,1.12
"['34', '14', '16']",['48'],0.13,0.51,1.08
"['48', '14', '16']",['34'],0.13,0.69,1.07
"['48', '14']","['30', '16']",0.12,0.33,1.13
"['48', '30']","['14', '16']",0.12,0.41,1.09
"['48', '16']","['14', '30']",0.12,0.47,1.12
"['14', '16']","['48', '30']",0.12,0.31,1.09
"['30', '16']","['48', '14']",0.12,0.4,1.13
"['48', '14', '30']",['16'],0.12,0.54,1.05
"['48', '14', '16']",['30'],0.12,0.61,1.08
"['48', '30', '16']",['14'],0.12,0.79,1.11
"['14', '30', '16']",['48'],0.12,0.53,1.11
"['48', '14']","['16', '19']",0.11,0.32,1.1
"['48', '16']","['14', '19']",0.11,0.45,1.14
"['48', '19']","['14', '16']",0.11,0.42,1.11
"['16', '19']","['48', '14']",0.11,0.39,1.1
"['48', '14', '16']",['19'],0.11,0.58,1.08
"['48', '14', '19']",['16'],0.11,0.54,1.05
"['48', '16', '19']",['14'],0.11,0.79,1.1
"['14', '16', '19']",['48'],0.11,0.52,1.1
"['34', '48']","['18', '14', '16']",0.1,0.32,1.16
"['34', '16']","['48', '18', '14']",0.1,0.31,1.14
"['48', '16']","['34', '18', '14']",0.1,0.41,1.15
"['48', '34', '18']","['14', '16']",0.1,0.44,1.15
"['34', '18', '16']","['48', '14']",0.1,0.42,1.17
"['48', '18', '14']","['34', '16']",0.1,0.38,1.14
"['18', '14', '16']","['34', '48']",0.1,0.37,1.16
"['48', '18', '16']","['34', '14']",0.1,0.56,1.18
"['34', '48', '14']","['18', '16']",0.1,0.42,1.15
"['34', '14', '16']","['48', '18']",0.1,0.4,1.15
"['34', '48', '16']","['18', '14']",0.1,0.62,1.18
"['48', '14', '16']","['34', '18']",0.1,0.53,1.14
"['48', '34', '18', '14']",['16'],0.1,0.55,1.07
"['34', '18', '14', '16']",['48'],0.1,0.53,1.1
"['48', '34', '18', '16']",['14'],0.1,0.82,1.14
"['48', '18', '14', '16']",['34'],0.1,0.7,1.09
"['34', '48', '14', '16']",['18'],0.1,0.78,1.1
"['6', '48']",['16'],0.14,0.54,1.04
"['6', '16']",['48'],0.14,0.49,1.03
"['48', '16']",['6'],0.14,0.55,1.05
"['48', '18']","['6', '16']",0.11,0.3,1.09
"['6', '48']","['18', '16']",0.11,0.41,1.12
"['6', '16']","['48', '18']",0.11,0.38,1.09
"['48', '16']","['6', '18']",0.11,0.43,1.12
"['48', '6', '18']",['16'],0.11,0.56,1.08
"['6', '18', '16']",['48'],0.11,0.52,1.08
"['48', '18', '16']",['6'],0.11,0.58,1.09
"['6', '48', '16']",['18'],0.11,0.77,1.09
"['6', '48']","['14', '16']",0.11,0.42,1.12
"['6', '16']","['48', '14']",0.11,0.39,1.09
"['48', '14']","['6', '16']",0.11,0.3,1.09
"['48', '16']","['6', '14']",0.11,0.44,1.13
"['6', '48', '14']",['16'],0.11,0.56,1.09
"['6', '48', '16']",['14'],0.11,0.79,1.1
"['6', '14', '16']",['48'],0.11,0.52,1.09
"['48', '14', '16']",['6'],0.11,0.56,1.07
['1'],['32'],0.23,0.43,1.05
['32'],['1'],0.23,0.55,1.05
['34'],['32'],0.28,0.43,1.05
['32'],['34'],0.28,0.67,1.05
['30'],['32'],0.24,0.43,1.05
['32'],['30'],0.24,0.59,1.05
['6'],['32'],0.23,0.44,1.08
['32'],['6'],0.23,0.57,1.08
['14'],['32'],0.3,0.42,1.01
['32'],['14'],0.3,0.73,1.01
['19'],['32'],0.23,0.42,1.01
['32'],['19'],0.23,0.55,1.01
['48'],['32'],0.2,0.43,1.03
['32'],['48'],0.2,0.5,1.03
['1'],"['34', '32']",0.16,0.31,1.13
['32'],"['1', '34']",0.16,0.39,1.12
"['1', '34']",['32'],0.16,0.46,1.12
"['1', '32']",['34'],0.16,0.72,1.13
"['34', '32']",['1'],0.16,0.59,1.13
['32'],"['1', '30']",0.14,0.34,1.11
"['1', '30']",['32'],0.14,0.46,1.11
"['1', '32']",['30'],0.14,0.63,1.11
"['30', '32']",['1'],0.14,0.58,1.11
['32'],"['6', '1']",0.13,0.32,1.12
"['6', '1']",['32'],0.13,0.46,1.12
"['6', '32']",['1'],0.13,0.56,1.08
"['1', '32']",['6'],0.13,0.58,1.11
['1'],"['14', '32']",0.17,0.32,1.07
['32'],"['1', '14']",0.17,0.4,1.05
"['1', '14']",['32'],0.17,0.43,1.05
"['1', '32']",['14'],0.17,0.74,1.03
"['14', '32']",['1'],0.17,0.55,1.07
['32'],"['1', '19']",0.13,0.31,1.06
"['1', '19']",['32'],0.13,0.44,1.06
"['32', '19']",['1'],0.13,0.56,1.07
"['1', '32']",['19'],0.13,0.56,1.04
"['1', '48']",['32'],0.11,0.44,1.08
"['1', '32']",['48'],0.11,0.5,1.05
"['48', '32']",['1'],0.11,0.55,1.06
['30'],"['34', '32']",0.17,0.3,1.09
['32'],"['34', '30']",0.17,0.41,1.12
"['34', '30']",['32'],0.17,0.46,1.12
"['34', '32']",['30'],0.17,0.61,1.09
"['30', '32']",['34'],0.17,0.69,1.08
['6'],"['34', '32']",0.16,0.3,1.09
['32'],"['6', '34']",0.16,0.39,1.1
"['6', '34']",['32'],0.16,0.45,1.1
"['6', '32']",['34'],0.16,0.68,1.07
"['34', '32']",['6'],0.16,0.58,1.09
['34'],"['14', '32']",0.21,0.33,1.09
['32'],"['34', '14']",0.21,0.51,1.07
"['34', '14']",['32'],0.21,0.44,1.07
"['34', '32']",['14'],0.21,0.75,1.05
"['14', '32']",['34'],0.21,0.7,1.09
['32'],"['34', '19']",0.16,0.38,1.07
"['34', '19']",['32'],0.16,0.44,1.07
"['32', '19']",['34'],0.16,0.7,1.1
"['34', '32']",['19'],0.16,0.57,1.06
['32'],"['34', '48']",0.14,0.34,1.08
"['34', '48']",['32'],0.14,0.45,1.08
"['34', '32']",['48'],0.14,0.51,1.06
"['48', '32']",['34'],0.14,0.69,1.07
['32'],"['6', '30']",0.14,0.35,1.14
"['6', '30']",['32'],0.14,0.47,1.14
"['6', '32']",['30'],0.14,0.62,1.09
"['30', '32']",['6'],0.14,0.59,1.12
['30'],"['14', '32']",0.19,0.33,1.11
['32'],"['14', '30']",0.19,0.45,1.08
"['14', '30']",['32'],0.19,0.44,1.08
"['14', '32']",['30'],0.19,0.63,1.11
"['30', '32']",['14'],0.19,0.77,1.07
['32'],"['30', '19']",0.14,0.33,1.06
"['30', '19']",['32'],0.14,0.44,1.06
"['32', '19']",['30'],0.14,0.61,1.09
"['30', '32']",['19'],0.14,0.56,1.05
"['48', '30']",['32'],0.12,0.44,1.06
"['48', '32']",['30'],0.12,0.6,1.07
"['30', '32']",['48'],0.12,0.5,1.05
['6'],"['14', '32']",0.17,0.33,1.09
['32'],"['6', '14']",0.17,0.42,1.08
"['6', '14']",['32'],0.17,0.44,1.08
"['6', '32']",['14'],0.17,0.74,1.03
"['14', '32']",['6'],0.17,0.58,1.09
['32'],"['6', '19']",0.13,0.32,1.07
"['6', '19']",['32'],0.13,0.44,1.07
"['32', '19']",['6'],0.13,0.58,1.11
"['6', '32']",['19'],0.13,0.56,1.05
"['6', '48']",['32'],0.12,0.46,1.1
"['6', '32']",['48'],0.12,0.5,1.04
"['48', '32']",['6'],0.12,0.57,1.08
['19'],"['14', '32']",0.17,0.31,1.05
['32'],"['14', '19']",0.17,0.41,1.02
"['14', '19']",['32'],0.17,0.42,1.02
"['32', '19']",['14'],0.17,0.75,1.04
"['14', '32']",['19'],0.17,0.56,1.05
['48'],"['14', '32']",0.15,0.32,1.07
['32'],"['48', '14']",0.15,0.37,1.04
"['48', '14']",['32'],0.15,0.43,1.04
"['48', '32']",['14'],0.15,0.75,1.04
"['14', '32']",['48'],0.15,0.51,1.07
"['48', '19']",['32'],0.11,0.43,1.03
"['32', '19']",['48'],0.11,0.51,1.06
"['48', '32']",['19'],0.11,0.56,1.03
"['1', '30']","['34', '32']",0.1,0.34,1.22
"['1', '32']","['34', '30']",0.1,0.46,1.26
"['34', '32']","['1', '30']",0.1,0.38,1.22
"['30', '32']","['1', '34']",0.1,0.43,1.22
"['1', '34', '30']",['32'],0.1,0.49,1.19
"['1', '34', '32']",['30'],0.1,0.64,1.14
"['1', '30', '32']",['34'],0.1,0.74,1.16
"['34', '30', '32']",['1'],0.1,0.62,1.19
['32'],"['1', '34', '14']",0.13,0.3,1.14
"['1', '34']","['14', '32']",0.13,0.36,1.19
"['1', '14']","['34', '32']",0.13,0.33,1.18
"['1', '32']","['34', '14']",0.13,0.55,1.17
"['34', '32']","['1', '14']",0.13,0.45,1.18
"['14', '32']","['1', '34']",0.13,0.42,1.19
"['1', '34', '14']",['32'],0.13,0.47,1.14
"['1', '34', '32']",['14'],0.13,0.77,1.07
"['1', '14', '32']",['34'],0.13,0.75,1.18
"['34', '14', '32']",['1'],0.13,0.6,1.15
"['1', '30']","['14', '32']",0.11,0.35,1.18
"['1', '32']","['14', '30']",0.11,0.49,1.15
"['14', '32']","['1', '30']",0.11,0.37,1.18
"['30', '32']","['1', '14']",0.11,0.45,1.17
